sampling_week,normalized_concentration_rolling_average,population,region,state,name,fipscode
2021-10-13,1171.2538731187085,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-10-13,1108.8084561869418,"100,000-200,000",Northeast,PA,Erie,42049
2021-10-13,666.390569697059,"20,000-50,000",Northeast,PA,Indiana,42063
2021-10-20,105.3013896174751,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-10-20,351.8709284548731,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-10-20,106.81247472364588,"20,000-50,000",Northeast,MA,Essex,25009
2021-10-20,297.1144991489926,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-10-20,77.58250638593279,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-10-20,94.38810099496426,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-10-20,307.058922388946,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-10-20,160.56120110868713,"200,000-500,000",Northeast,NJ,Union,34039
2021-10-20,138.42772433746106,"20,000-50,000",Northeast,NY,Nassau,36059
2021-10-20,1336.1209083342949,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-10-20,774.4918806043055,"100,000-200,000",Northeast,PA,Erie,42049
2021-10-20,1059.3286793364048,"50,000-100,000",Northeast,PA,Franklin,42055
2021-10-20,748.4675613439927,"20,000-50,000",Northeast,PA,Indiana,42063
2021-10-27,135.57468247419368,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-10-27,497.4222516637413,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-10-27,177.4714668053747,"20,000-50,000",Northeast,MA,Essex,25009
2021-10-27,255.18207379858632,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-10-27,107.66638961388097,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-10-27,118.9821159475775,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-10-27,341.8251186298467,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-10-27,1026.3563876000787,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-10-27,1053.2479898764457,"100,000-200,000",Northeast,PA,Erie,42049
2021-10-27,892.19688902294,"20,000-50,000",Northeast,PA,Indiana,42063
2021-11-03,135.65407090481844,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-11-03,522.2444798137295,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-11-03,219.74465930533185,"20,000-50,000",Northeast,MA,Essex,25009
2021-11-03,482.4279316790458,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-11-03,138.1184305097889,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-11-03,155.62326841566357,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-11-03,415.1154529640623,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-11-03,1219.4284096269364,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-11-03,1632.179615156406,"100,000-200,000",Northeast,PA,Erie,42049
2021-11-03,1023.677777946078,"20,000-50,000",Northeast,PA,Indiana,42063
2021-11-10,235.72424034840196,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-11-10,604.0527448906107,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-11-10,270.56452502429494,"20,000-50,000",Northeast,MA,Essex,25009
2021-11-10,570.7888497081292,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-11-10,178.2058982288057,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-11-10,281.5418075422719,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-11-10,520.4003048961087,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-11-10,225.90450517877068,"200,000-500,000",Northeast,NJ,Union,34039
2021-11-10,1074.536031130349,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-11-10,1952.2828629140183,"100,000-200,000",Northeast,PA,Erie,42049
2021-11-10,1049.862110989582,"20,000-50,000",Northeast,PA,Indiana,42063
2021-11-17,317.847818661429,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-11-17,616.2209346139001,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-11-17,352.057014065882,"20,000-50,000",Northeast,MA,Essex,25009
2021-11-17,832.4018108201021,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-11-17,225.17904445581632,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-11-17,281.2138077724887,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-11-17,643.3301117238708,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-11-17,373.9492151521117,"20,000-50,000",Northeast,NY,Nassau,36059
2021-11-17,1359.0924698891065,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-11-17,2035.6176830931347,"100,000-200,000",Northeast,PA,Erie,42049
2021-11-17,1491.7357396473135,"20,000-50,000",Northeast,PA,Indiana,42063
2021-11-24,585.9744001034591,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-11-24,737.6724806621588,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-11-24,694.4953613405622,"20,000-50,000",Northeast,MA,Essex,25009
2021-11-24,834.475897250537,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-11-24,245.5097615235292,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-11-24,265.967235957738,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-11-24,1002.0342894870992,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-11-24,302.4798411454527,"200,000-500,000",Northeast,NJ,Union,34039
2021-11-24,1321.8469215554687,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-11-24,2564.665364080283,"100,000-200,000",Northeast,PA,Erie,42049
2021-11-24,1731.780950070449,"20,000-50,000",Northeast,PA,Indiana,42063
2021-12-01,685.3581190438695,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-12-01,958.739966213618,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-12-01,879.1964028354469,"20,000-50,000",Northeast,MA,Essex,25009
2021-12-01,1045.082953734904,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-12-01,236.16767741532277,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-12-01,146.61511073719146,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-12-01,1355.806802668684,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-12-01,532.8822243805367,"20,000-50,000",Northeast,NY,Nassau,36059
2021-12-01,1587.9633986576575,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-12-01,2934.765754951728,"100,000-200,000",Northeast,PA,Erie,42049
2021-12-01,2489.755402044659,"20,000-50,000",Northeast,PA,Indiana,42063
2021-12-08,,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-12-08,,"200,000-500,000",Northeast,DE,New Castle,10003
2021-12-08,1110.0393541299914,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-12-08,,"20,000-50,000",Northeast,MA,Essex,25009
2021-12-08,,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-12-08,,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-12-08,,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-12-08,1660.9573014591506,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-12-08,,"200,000-500,000",Northeast,NJ,Union,34039
2021-12-08,,"20,000-50,000",Northeast,NY,Nassau,36059
2021-12-08,,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-12-08,,"100,000-200,000",Northeast,PA,Erie,42049
2021-12-08,,"50,000-100,000",Northeast,PA,Franklin,42055
2021-12-08,2475.1077357463982,"20,000-50,000",Northeast,PA,Indiana,42063
2020-03-04,,"1,000,000-2,000,000",South,FL,Miami-Dade,12086
2020-03-04,,"500,000-1,000,000",South,KY,Jefferson,21111
2020-03-04,,"200,000-500,000",South,TN,Hamilton,47065
2020-03-04,,"200,000-500,000",South,TN,Shelby,47157
2020-03-04,,"50,000-100,000",South,VA,Stafford,51179
2020-03-25,105.66371955557996,"1,000,000-2,000,000",South,FL,Miami-Dade,12086
2020-04-01,105.16121547686735,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-04-08,110.71143381587206,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-04-08,96.01104099998312,"500,000-1,000,000",South,KY,Jefferson,21111
2020-04-15,88.64562451426256,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-04-15,196.75852031360228,"500,000-1,000,000",South,KY,Jefferson,21111
2020-04-22,60.97560626020383,"500,000-1,000,000",South,FL,Miami-Dade,12086
2020-04-22,261.31672729302284,"500,000-1,000,000",South,KY,Jefferson,21111
2020-04-22,619.5508048636354,"50,000-100,000",South,VA,Stafford,51179
2020-04-29,162.94803350383876,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-04-29,281.97662843877475,"500,000-1,000,000",South,KY,Jefferson,21111
2020-04-29,682.2263449458932,"50,000-100,000",South,VA,Stafford,51179
2020-05-06,151.98390151196696,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-05-06,161.9269392448872,"500,000-1,000,000",South,KY,Jefferson,21111
2020-05-06,119.48361153311946,"200,000-500,000",South,TN,Hamilton,47065
2020-05-06,764.7807031798926,"50,000-100,000",South,VA,Stafford,51179
2020-05-13,158.11642423412042,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-05-13,86.24265025269858,"500,000-1,000,000",South,KY,Jefferson,21111
2020-05-13,579.1140870857793,"100,000-200,000",South,VA,Stafford,51179
2020-05-20,50.32640590517889,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-05-20,73.82565977702154,"500,000-1,000,000",South,KY,Jefferson,21111
2020-05-20,295.9918804486294,"200,000-500,000",South,TN,Hamilton,47065
2020-05-20,358.7631474273821,"100,000-200,000",South,VA,Stafford,51179
2020-05-27,80.35936707170715,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-05-27,101.5146178609945,"500,000-1,000,000",South,KY,Jefferson,21111
2020-05-27,327.0201482308337,"200,000-500,000",South,TN,Hamilton,47065
2020-06-03,176.29890398704,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-06-10,259.30976112056675,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-06-10,137.0879103519743,"500,000-1,000,000",South,KY,Jefferson,21111
2020-06-10,180.752277890193,"100,000-200,000",South,VA,Stafford,51179
2020-06-17,283.4992128514557,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-06-17,91.065799059006,"500,000-1,000,000",South,KY,Jefferson,21111
2020-06-24,443.1873353565993,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-06-24,85.35431338458716,"500,000-1,000,000",South,KY,Jefferson,21111
2020-06-24,320.19803387067003,"200,000-500,000",South,TN,Hamilton,47065
2020-07-01,576.3682917468177,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-07-01,93.93402639320816,"500,000-1,000,000",South,KY,Jefferson,21111
2020-07-08,845.018159264031,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-07-08,204.23713808241092,"500,000-1,000,000",South,KY,Jefferson,21111
2020-07-08,142.94782149432388,"200,000-500,000",South,TN,Hamilton,47065
2020-07-15,759.1650781247268,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-07-15,210.42623745510775,"500,000-1,000,000",South,KY,Jefferson,21111
2020-07-22,673.2527736187704,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-07-22,250.9413898194226,"500,000-1,000,000",South,KY,Jefferson,21111
2020-07-22,181.34420547904065,"200,000-500,000",South,TN,Hamilton,47065
2020-07-29,436.6469216741321,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-08-05,321.3505410783742,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-08-05,187.79109959762488,"500,000-1,000,000",South,KY,Jefferson,21111
2020-08-05,210.97151648051823,"200,000-500,000",South,TN,Hamilton,47065
2020-08-05,366.7531646074216,"200,000-500,000",South,TN,Shelby,47157
2020-08-05,,"100,000-200,000",South,VA,Stafford,51179
2020-08-12,217.9089790098053,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-08-12,220.6093989582488,"500,000-1,000,000",South,KY,Jefferson,21111
2020-08-12,290.95399126367204,"200,000-500,000",South,TN,Shelby,47157
2020-08-12,169.72042763383232,"100,000-200,000",South,VA,Stafford,51179
2020-08-19,143.3340878538269,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-08-19,219.90244701668544,"500,000-1,000,000",South,KY,Jefferson,21111
2020-08-19,223.74658782919252,"200,000-500,000",South,TN,Hamilton,47065
2020-08-19,109.27749444021818,"200,000-500,000",South,TN,Shelby,47157
2020-08-19,205.8888761486013,"100,000-200,000",South,VA,Stafford,51179
2020-08-26,109.90381234035353,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-08-26,222.6544457248272,"500,000-1,000,000",South,KY,Jefferson,21111
2020-08-26,117.4804285199338,"200,000-500,000",South,TN,Shelby,47157
2020-08-26,157.81870005037328,"100,000-200,000",South,VA,Stafford,51179
2020-09-02,92.5569954561467,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-09-02,178.68970860122286,"500,000-1,000,000",South,KY,Jefferson,21111
2020-09-02,167.56161746502627,"200,000-500,000",South,TN,Hamilton,47065
2020-09-02,105.8255826955222,"200,000-500,000",South,TN,Shelby,47157
2020-09-02,166.25199042940298,"100,000-200,000",South,VA,Stafford,51179
2020-09-09,75.30400006600833,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-09-09,114.17522761258788,"500,000-1,000,000",South,KY,Jefferson,21111
2020-09-09,85.57587599580715,"200,000-500,000",South,TN,Shelby,47157
2020-09-09,112.85378445408418,"100,000-200,000",South,VA,Stafford,51179
2020-09-16,64.60873322248699,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-09-16,71.27660914104594,"500,000-1,000,000",South,KY,Jefferson,21111
2020-09-16,67.1234763892391,"200,000-500,000",South,TN,Hamilton,47065
2020-09-16,86.09856896577942,"200,000-500,000",South,TN,Shelby,47157
2020-09-16,101.84054543950704,"100,000-200,000",South,VA,Stafford,51179
2020-09-23,55.97899514610955,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-09-23,86.385514060284,"500,000-1,000,000",South,KY,Jefferson,21111
2020-09-23,71.62645715922689,"200,000-500,000",South,TN,Shelby,47157
2020-09-23,72.13307504808323,"100,000-200,000",South,VA,Stafford,51179
2020-09-30,59.2462037740861,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-09-30,108.42950401833684,"500,000-1,000,000",South,KY,Jefferson,21111
2020-09-30,76.81459368323199,"200,000-500,000",South,TN,Hamilton,47065
2020-09-30,89.25174625218098,"200,000-500,000",South,TN,Shelby,47157
2020-09-30,62.28836446715786,"100,000-200,000",South,VA,Stafford,51179
2020-10-07,54.90571973929735,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-10-07,173.58423107256093,"500,000-1,000,000",South,KY,Jefferson,21111
2020-10-07,94.63281361992104,"200,000-500,000",South,TN,Shelby,47157
2020-10-07,103.94994167707388,"100,000-200,000",South,VA,Stafford,51179
2020-10-14,81.02885581601656,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-10-14,205.34589117287464,"500,000-1,000,000",South,KY,Jefferson,21111
2020-10-14,110.31746136545172,"200,000-500,000",South,TN,Hamilton,47065
2020-10-14,138.10944700099927,"200,000-500,000",South,TN,Shelby,47157
2020-10-14,130.43872265206082,"100,000-200,000",South,VA,Stafford,51179
2020-10-21,93.79830132187752,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-10-21,257.49324819166446,"500,000-1,000,000",South,KY,Jefferson,21111
2020-10-21,141.18275140292403,"200,000-500,000",South,TN,Shelby,47157
2020-10-21,163.21727359510987,"100,000-200,000",South,VA,Stafford,51179
2020-10-28,146.2916179623061,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-10-28,319.7437163559718,"200,000-500,000",South,TN,Hamilton,47065
2020-10-28,141.16834146547515,"200,000-500,000",South,TN,Shelby,47157
2020-10-28,156.36489202219454,"100,000-200,000",South,VA,Stafford,51179
2020-11-04,183.7941248568953,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-11-04,325.6699516121534,"500,000-1,000,000",South,KY,Jefferson,21111
2020-11-04,178.35885603667705,"200,000-500,000",South,TN,Shelby,47157
2020-11-04,224.9952796015239,"100,000-200,000",South,VA,Stafford,51179
2020-11-11,259.101507428926,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-11-11,470.82554853542416,"500,000-1,000,000",South,KY,Jefferson,21111
2020-11-11,413.2538489440269,"200,000-500,000",South,TN,Hamilton,47065
2020-11-11,382.30169231040026,"200,000-500,000",South,TN,Shelby,47157
2020-11-11,330.3990130227596,"100,000-200,000",South,VA,Stafford,51179
2020-11-18,504.0118709529293,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-11-18,551.3303576597206,"500,000-1,000,000",South,KY,Jefferson,21111
2020-11-18,655.630456268691,"200,000-500,000",South,TN,Shelby,47157
2020-11-18,449.7767303865484,"100,000-200,000",South,VA,Stafford,51179
2020-11-25,549.6456168182169,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-11-25,554.916880369227,"500,000-1,000,000",South,KY,Jefferson,21111
2020-11-25,715.9434430885476,"200,000-500,000",South,TN,Hamilton,47065
2020-11-25,522.3513955290169,"100,000-200,000",South,VA,Stafford,51179
2020-12-02,644.9161774243543,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-12-02,423.5283884472445,"500,000-1,000,000",South,KY,Jefferson,21111
2020-12-02,803.690118043662,"200,000-500,000",South,TN,Shelby,47157
2020-12-02,523.6022559408094,"100,000-200,000",South,VA,Stafford,51179
2020-12-09,511.5185872476971,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-12-09,424.1328734937806,"500,000-1,000,000",South,KY,Jefferson,21111
2020-12-09,961.225822939265,"200,000-500,000",South,TN,Hamilton,47065
2020-12-09,809.587061274332,"200,000-500,000",South,TN,Shelby,47157
2020-12-09,612.4782884154064,"100,000-200,000",South,VA,Stafford,51179
2020-12-16,556.1263901470575,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-12-16,509.0191359160117,"500,000-1,000,000",South,KY,Jefferson,21111
2020-12-16,820.0926279004308,"200,000-500,000",South,TN,Shelby,47157
2020-12-16,653.8390144173119,"100,000-200,000",South,VA,Stafford,51179
2020-12-23,473.1604570927905,"1,000,000-2,000,000",South,FL,Miami-Dade,12086
2020-12-23,568.9157277759444,"500,000-1,000,000",South,KY,Jefferson,21111
2020-12-23,1166.804533557545,"200,000-500,000",South,TN,Hamilton,47065
2020-12-23,809.0490696004422,"100,000-200,000",South,VA,Stafford,51179
2020-12-30,550.9587043795246,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-12-30,665.0473602099146,"500,000-1,000,000",South,KY,Jefferson,21111
2020-12-30,983.7132229898656,"100,000-200,000",South,VA,Stafford,51179
2021-01-06,544.9257416442023,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-01-06,702.0163958209758,"500,000-1,000,000",South,KY,Jefferson,21111
2021-01-06,967.0223337083588,"200,000-500,000",South,TN,Hamilton,47065
2021-01-06,643.3937236955428,"200,000-500,000",South,TN,Shelby,47157
2021-01-06,1395.9343602316064,"100,000-200,000",South,VA,Stafford,51179
2021-01-13,576.6863319320365,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-01-13,702.80655575761,"500,000-1,000,000",South,KY,Jefferson,21111
2021-01-13,564.1184328531848,"200,000-500,000",South,TN,Shelby,47157
2021-01-13,1376.2366896835892,"100,000-200,000",South,VA,Stafford,51179
2021-01-20,425.981815989356,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-01-20,526.1981050630664,"500,000-1,000,000",South,KY,Jefferson,21111
2021-01-20,625.724113515241,"200,000-500,000",South,TN,Hamilton,47065
2021-01-20,323.02425614213416,"200,000-500,000",South,TN,Shelby,47157
2021-01-20,1194.7590454844467,"100,000-200,000",South,VA,Stafford,51179
2021-01-27,335.2222769219867,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-01-27,374.69574795744,"500,000-1,000,000",South,KY,Jefferson,21111
2021-01-27,278.9466114653485,"200,000-500,000",South,TN,Shelby,47157
2021-01-27,791.3625522391139,"100,000-200,000",South,VA,Stafford,51179
2021-02-03,234.54711738137155,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-02-03,286.2980858909936,"500,000-1,000,000",South,KY,Jefferson,21111
2021-02-03,282.00867743538066,"200,000-500,000",South,TN,Hamilton,47065
2021-02-03,167.5448473352652,"200,000-500,000",South,TN,Shelby,47157
2021-02-03,611.549366891228,"100,000-200,000",South,VA,Stafford,51179
2021-02-10,168.9754619561584,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-02-10,243.8515015410657,"500,000-1,000,000",South,KY,Jefferson,21111
2021-02-10,114.7453319146731,"200,000-500,000",South,TN,Shelby,47157
2021-02-10,412.54536679267113,"100,000-200,000",South,VA,Stafford,51179
2021-02-17,145.77711767017578,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-02-17,166.21969983947793,"500,000-1,000,000",South,KY,Jefferson,21111
2021-02-17,167.55808038187706,"200,000-500,000",South,TN,Hamilton,47065
2021-02-17,106.56386842840182,"200,000-500,000",South,TN,Shelby,47157
2021-02-17,249.08259721548472,"100,000-200,000",South,VA,Stafford,51179
2021-02-24,149.1936830862452,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-02-24,185.33333200161317,"500,000-1,000,000",South,KY,Jefferson,21111
2021-02-24,206.28635584884856,"100,000-200,000",South,VA,Stafford,51179
2021-03-03,200.2598026265117,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-03-03,183.5922206712312,"500,000-1,000,000",South,KY,Jefferson,21111
2021-03-03,85.16340800026387,"200,000-500,000",South,TN,Hamilton,47065
2021-03-03,224.9792763353922,"100,000-200,000",South,VA,Stafford,51179
2021-03-10,189.41910723571692,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-03-10,158.19849941782317,"500,000-1,000,000",South,KY,Jefferson,21111
2021-03-10,231.82630333425416,"100,000-200,000",South,VA,Stafford,51179
2021-03-17,187.4397135496206,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-03-17,98.74804257019636,"500,000-1,000,000",South,KY,Jefferson,21111
2021-03-17,125.1570650434144,"200,000-500,000",South,TN,Hamilton,47065
2021-03-17,275.76802342499576,"100,000-200,000",South,VA,Stafford,51179
2021-03-24,173.66453084017178,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-03-24,74.49530331606543,"500,000-1,000,000",South,KY,Jefferson,21111
2021-03-24,252.0845514773472,"100,000-200,000",South,VA,Stafford,51179
2021-03-31,216.40580080479185,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-03-31,85.89241562881313,"500,000-1,000,000",South,KY,Jefferson,21111
2021-03-31,125.78668707717544,"200,000-500,000",South,TN,Hamilton,47065
2021-03-31,257.4467704731175,"100,000-200,000",South,VA,Stafford,51179
2021-04-07,214.6768555421972,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-04-07,83.3304350828112,"500,000-1,000,000",South,KY,Jefferson,21111
2021-04-07,267.9729237016465,"100,000-200,000",South,VA,Stafford,51179
2021-04-14,171.43101201608465,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-04-14,84.2893696219795,"500,000-1,000,000",South,KY,Jefferson,21111
2021-04-14,120.91716026624044,"200,000-500,000",South,TN,Hamilton,47065
2021-04-14,345.49682964860966,"100,000-200,000",South,VA,Stafford,51179
2021-04-21,143.08640534985173,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-04-21,70.03409029734509,"500,000-1,000,000",South,KY,Jefferson,21111
2021-04-21,,"500,000-1,000,000",South,TN,Shelby,47157
2021-04-21,303.24370960658604,"100,000-200,000",South,VA,Stafford,51179
2021-04-28,109.02202522075964,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-04-28,69.29780034045922,"200,000-500,000",South,TN,Hamilton,47065
2021-04-28,66.65638966607743,"500,000-1,000,000",South,TN,Shelby,47157
2021-04-28,217.6517884668652,"100,000-200,000",South,VA,Stafford,51179
2021-05-05,100.18270962847492,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-05-05,67.24136645091285,"500,000-1,000,000",South,KY,Jefferson,21111
2021-05-05,45.04741638687881,"200,000-500,000",South,TN,Hamilton,47065
2021-05-05,49.69588604186865,"500,000-1,000,000",South,TN,Shelby,47157
2021-05-05,99.94413161805043,"100,000-200,000",South,VA,Stafford,51179
2021-05-12,72.93064039473332,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-05-12,59.87543894016218,"500,000-1,000,000",South,KY,Jefferson,21111
2021-05-12,37.59611246774758,"200,000-500,000",South,TN,Hamilton,47065
2021-05-12,38.92250020557736,"500,000-1,000,000",South,TN,Shelby,47157
2021-05-12,73.73886530987392,"100,000-200,000",South,VA,Stafford,51179
2021-05-19,67.35622988536184,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-05-19,45.5730256033068,"500,000-1,000,000",South,KY,Jefferson,21111
2021-05-19,46.49087519348125,"200,000-500,000",South,TN,Hamilton,47065
2021-05-19,18.509503436708115,"500,000-1,000,000",South,TN,Shelby,47157
2021-05-19,39.3074282456539,"100,000-200,000",South,VA,Stafford,51179
2021-05-26,50.048401234494776,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-05-26,32.9519805784103,"500,000-1,000,000",South,KY,Jefferson,21111
2021-05-26,64.11666167673069,"200,000-500,000",South,TN,Hamilton,47065
2021-05-26,16.182623358476643,"500,000-1,000,000",South,TN,Shelby,47157
2021-05-26,43.43407551487393,"100,000-200,000",South,VA,Stafford,51179
2021-06-02,67.04986226611736,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-06-02,36.760873313223634,"500,000-1,000,000",South,KY,Jefferson,21111
2021-06-02,43.39895355268423,"200,000-500,000",South,TN,Hamilton,47065
2021-06-02,17.330018725977514,"500,000-1,000,000",South,TN,Shelby,47157
2021-06-02,50.348293592498,"100,000-200,000",South,VA,Stafford,51179
2021-06-09,90.6941355189958,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-06-09,45.02120548707909,"500,000-1,000,000",South,KY,Jefferson,21111
2021-06-09,29.20437089023565,"200,000-500,000",South,TN,Hamilton,47065
2021-06-09,26.148240332985463,"500,000-1,000,000",South,TN,Shelby,47157
2021-06-09,50.56105307461613,"100,000-200,000",South,VA,Stafford,51179
2021-06-16,119.93338182706658,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-06-16,47.05237349470673,"500,000-1,000,000",South,KY,Jefferson,21111
2021-06-16,24.067750434738613,"200,000-500,000",South,TN,Hamilton,47065
2021-06-16,35.55949208900594,"500,000-1,000,000",South,TN,Shelby,47157
2021-06-16,51.83508177548516,"100,000-200,000",South,VA,Stafford,51179
2021-06-23,113.59405971940124,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-06-23,30.1136313737198,"500,000-1,000,000",South,KY,Jefferson,21111
2021-06-23,24.067750434738613,"200,000-500,000",South,TN,Hamilton,47065
2021-06-23,46.46161317501492,"500,000-1,000,000",South,TN,Shelby,47157
2021-06-23,49.05934610900744,"100,000-200,000",South,VA,Stafford,51179
2021-06-30,122.32770230300063,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2021-06-30,25.20618871690486,"500,000-1,000,000",South,KY,Jefferson,21111
2021-06-30,47.15386952661646,"200,000-500,000",South,TN,Hamilton,47065
2021-06-30,64.4556157334986,"500,000-1,000,000",South,TN,Shelby,47157
